author,datasets_cited,num_datasets
"Marco Fuscà, Philipp Ruhnau, Toralf Neuling, Nathan Weisz",ds001810,1
"Asher Geffen, N. Bland, M. Sale",ds001810,1
"R. Carlyon, François Guérit, J. Deeks, Andrew J Harland, Robin Gransier, J. Wouters, S. D. de Rijk, M. Bance",ds001810,1
"Marom Bikson, Zeinab Esmaeilpour, Devin Adair, Greg Kronberg, William J. Tyler, Andrea Antal, Abhishek Datta, Bernhard A. Sabel, Michael A. Nitsche, Colleen Loo, Dylan J. Edwards, Hamed Ekhtiari, Helena Knotková, Adam J. Woods, Benjamin M. Hampstead, Bashar W. Badran, Angel V. Peterchev",ds001810,1
"Siwar Chaabene, Bassem Bouaziz, Amal Boudaya, Anita Hökelmann, Achraf Ammar, Lotfi Chaâri",ds001810,1
"Kevin A. Caulfield, Bashar W. Badran, William H. DeVries, Philipp M. Summers, Emma Kofmehl, Xingbao Li, Jeffrey J. Borckardt, Marom Bikson, Mark S. George",ds001810,1
"Rakesh Ranjan, Bikash Chandra Sahana, Ashish Kumar Bhandari",ds001810,1
"Mahmut Yüksel, Shiqi Sun, Charles-Francois V. Latchoumane, Jocelyne Bloch, Grégoire Courtine, Estelle Raffin, Friedhelm C. Hummel",ds001810,1
"Pejman Sehatpour, Clément Dondé, Matthew J. Hoptman, Johanna Kreither, Devin Adair, Elisa C. Dias, Blair Vail, Stephanie Rohrig, Gail Silipo, Javier López‐Calderón, Antı́gona Martı́nez, Daniel C. Javitt",ds001810,1
"Mohamad FallahRad, Adantchede L. Zannou, Niranjan Khadka, Steven A. Prescott, Stéphanie Ratté, Tianhe Zhang, Rosana Esteller, Brad Hershey, Marom Bikson",ds001810,1
"Viviana Leupin, Juliane Britz",ds001810,1
"Ahsan Khan, Cheng Chen, Chun Hang Eden, Kai Yuan, Chun‐Yu Tse, Wutao Lou, Raymond Kai‐Yu Tong",ds001810,1
"Sachi Nandan Mohanty, Suneeta Satpathy, Richa Chopra, Shalini Mahato",ds001810,1
"В. В. Лазарев, Nigel Gebodh, Tiago Tamborino, Marom Bikson, Egas Caparelli-Dáquer",ds001810,1
"Sagarika Bhattacharjee, Rajan Kashyap, Kaviraja Udupa, Shahid Bashir, Ganesan Venkatsubramanian, Kenichi Oishi, John E. Desmond, Brenda Rapp, S. H. Annabel Chen",ds001810,1
"Stevan Nikolin, Donel Martin, Colleen Loo, Tjeerd W. Boonstra",ds001810,1
"Thusharika Dissanayaka, Maryam Zoghi, Aron T. Hill, Michael J. Farrell, Gary F. Egan, Shapour Jaberzadeh",ds001810,1
"Olga Komisaruk, Evgeny Nikulchev",ds001810,1
"Joshua Baker, Themis Nikolas Efthimiou, Reinhold Scherer, Andreas Gartus, A. Elsenaar, Marc Méhu, Sebastian Korb",ds001810,1
"Kyeongwon Jeong, Can Livanelioglu, Jiawei Liao, Inhee Lee, Taekwang Jang",ds001810,1
"Mahima Sharma, Forouzan Farahani, Marom Bikson, Lucas C. Parra",ds001810,1
"Shan Zhang, Shu Ding, Wei Cui, Xiangyu Li, Jun Wei, Ying Wu",ds001810,1
"Robert A. Cortes, Daniel D. Holzman, Adam E. Green",ds001810,1
"Nigel Gebodh, Vladimir Miskovic, Sarah Laszlo, Abhishek Datta, Marom Bikson",ds001810,1
"Mireille Tabikh, Tom Quetu, Louis Maillard, Sophie Colnat-Coulbois, Bruno Rossion, Laurent Koessler",ds001810,1
"Roberto Guidotti, Alessio Basti, Giulia Pieramico, Antea D’Andrea, Saeed Makkinayeri, Mauro Pettorruso, Timo Roine, Ulf Ziemann, Risto J. Ilmoniemi, Gianluca Romani, Vittorio Pizzella, Laura Marzetti",ds001810,1
"Til Ole Bergmann, Leo Tomasevic, Hartwig R. Siebner",ds001810,1
"Pejman Sehatpour, Daniel C. Javitt",ds001810,1
"Adam J. Woods, Donel Martin",ds001810,1
"Niranjan Khadka, Marom Bikson",ds001810,1
"Forouzan Farahani, Mahima Sharma, Lucas C. Parra, Marom Bikson",ds001810,1
"Nadia Bolognini, Lorenzo Diana",ds001810,1
"Dennis Q. Truong, Niranjan Khadka, Angel V. Peterchev, Marom Bikson",ds001810,1
"Vinicius Godoi Fernandes, Luciane Aparecida Moscaleski, André Fonseca, Edgard Morya, Alexandre Hideki Okano, Ademir Felipe Schultz de Arruda, Luccas da Cunha Laste, Ryland Morgans, Marom Bikson, Alexandre Moreira",ds001810,1
"Jie Hu, Marius Moisa, Christian C. Ruff",ds001810,1
"Nelson Torro-Alves, Justine David, Mireille Tabikh, Yanis Menzer, Bruno Rossion, Laurent Koessler",ds001810,1
"Debby Klooster, Inge Leunissen, Martin Tik, Chris Baeken, Alexander T. Sack",ds001810,1
"C H I Zhang, Hanjie Xiao, Xue Jiang, Dean Ta",ds001810,1
"Reyhaneh Toroghi, Zahra Zohoorian, Majid Ghoshuni",ds001810,1
Danielle Nadin,ds001810,1
"Roman Delucenay-Clarke, Marie-Cécile Niérat, Alain Frugière, Thomas Similowski, Florence Cayetanot, Laurence Bodineau",ds001810,1
"Emna Jriri, Amna Maraoui, Imen Werda",ds001810,1
"Veit, Sibel",ds001810,1
"Jian Cheng, Jiaxin Li, Jing Zhao, Ying Ma",ds001810,1
"Benedikt Zoefel, Gesa Hartwigsen",ds001810,1
"Anna Elisabetta Vaudano, Stefan Rampp, Louis Lemieux",ds001810,1
"D. Truong, N. Khadka, A. Peterchev, M. Bikson",ds001810,1
P. Singh,ds001810,1
"Pedro Caldana Gordon, D. Blair Jovellar, Yufei Song, Christoph Zrenner, Paolo Belardinelli, Hartwig R. Siebner, Ulf Ziemann",ds001849,1
"Faranak Farzan, Marta Bortoletto",ds001849,1
"Mitchell R. Goldsworthy, Brenton Hordacre, John C. Rothwell, Michael C. Ridding",ds001849,1
"Yang Ye, Jinghua Wang, Xianwei Che",ds001849,1
"Jessica M. Ross, Recep A. Ozdemir, Shu Jing Lian, Peter J. Fried, Eva M. Schmitt, Sharon K. Inouye, Álvaro Pascual‐Leone, Mouhsin M. Shafi",ds001849,1
"Elisa Kallioniemi, Zafiris J. Daskalakis",ds001849,1
"Estelle Raffin, Sylvain Harquel, Brice Passera, Alan Chauvin, Thierry Bougerol, Olivier David",ds001849,1
"Jessica M. Ross, Manjima Sarkar, Corey J. Keller",ds001849,1
"Manon Desforges, I. Hadas, B. Mihov, Yan Morin, Mathilde Rochette Braün, Pantelis Lioumis, R. Zomorrodi, H. Théoret, M. Lepage, Z. Daskalakis, Sara Tremblay",ds001849,1
"Shahid Bashir, Mohammad Uzair, Turki Abualait, Muhammad Arshad, Roaa Khallaf, Asim Niaz, Ziyad Thani, Woo‐Kyoung Yoo, Isaac Túnez, Aslı Demirtaş-Tatlıdede, Sultan Ayoub Meo",ds001849,1
"Mohsen Poorganji, Reza Zomorrodi, Colin Hawco, Aron T. Hill, Itay Hadas, Tarek K. Rajji, Robert Chen, Daphne Voineskos, Anastasios A. Daskalakis, Daniel M. Blumberger, Zafiris J. Daskalakis",ds001849,1
"Brice Passera, Alan Chauvin, Estelle Raffin, Thierry Bougerol, Olivier David, Sylvain Harquel",ds001849,1
"Mikkel Malling Beck, Marieke Heyl, Louise Mejer, Mikkel C. Vinding, Lasse Christiansen, Leo Tomasevic, Hartwig R. Siebner",ds001849,1
"Pedro Caldana Gordon, Yu Fei Song, D. Blair Jovellar, Maryam Rostami, Paolo Belardinelli, Ulf Ziemann",ds001849,1
"Juha Gogulski, Christopher C. Cline, Jessica M. Ross, Jade Truong, Manjima Sarkar, Sara Parmigiani, Corey J. Keller",ds001849,1
"Prabhjot Dhami, Sylvain Moreno, Paul E. Croarkin, Daniel M. Blumberger, Zafiris J. Daskalakis, Faranak Farzan",ds001849,1
"Itay Hadas, Reza Zomorrodi, Aron T. Hill, Yinming Sun, Paul B. Fitzgerald, Daniel M. Blumberger, Zafiris J. Daskalakis",ds001849,1
"Itay Hadas, Aviad Hadar, Avi Lazarovits, Zafiris J. Daskalakis, Abraham Zangen",ds001849,1
"Juha Gogulski, Christopher C. Cline, Jessica M. Ross, Sara Parmigiani, Corey J. Keller",ds001849,1
"Mohsen Poorganji, Reza Zomorrodi, Colin Hawco, Aron T. Hill, Itay Hadas, Christoph Zrenner, Tarek K. Rajji, Robert Chen, Daphne Voineskos, Daniel M. Blumberger, Zafiris J. Daskalakis",ds001849,1
"Jessica M. Ross, Christopher C. Cline, Manjima Sarkar, Jade Truong, Corey J. Keller",ds001849,1
"Tomasz A. Jarczok, Friederike Roebruck, Lena Pokorny, Lea Biermann, Veit Roessner, Christoph Klein, Stephan Bender",ds001849,1
"Amin Kabir Anaraki, Prabhjot Dhami, Marie-Anne Dussault Gomez, Daniel M. Blumberger, Zafiris J. Daskalakis, Sylvain Moreno, Faranak Farzan",ds001849,1
"Dominika Šulcová, Adriana Salatino, Adrian Ivanoiu, André Mouraux",ds001849,1
"Ulf Ziemann, Yang Bai, Fiona M. Baumer, Mikkel M. Beck, Paolo Belardinelli, Daniele Belvisi, Stephan Bender, Til Ole Bergmann, Marta Bortoletto, Silvia Casarotto, Elias Paolo Casula, Arthur Araujo [UNESP] Chaves, Daniel Ciampi De Andrade, Antonella Conte, Zafiris J. Daskalakis, Faranak Farzan, Fabio Ferrarelli, Paul B. Fitzgerald, Pedro C. Gordon, Christian Grefkes, Sylvain Harquel, Julio C. Hernandez-Pavon, Aron Hill, Kate E. Hoy, Friedhelm C. Hummel, Petro Julkunen, Elisa Kallioniemi, Corey J. Keller, Vasilios K. Kimiskidis, Melissa Kirkovski, Giacomo Koch, Giorgio Leodori, Pantelis Lioumis, Sara Määttä, Inbal Maidan, Marcello Massimini, Annerose Mengel, Johanna Metsomaa, Carlo Miniussi, Tuomas P. Mutanen, Yoshihiro Noda, Recep A. Ozdemir, Estelle Raffin, Lorenzo Rocchi, Rogasch Nigel, Mario Rosanova, Emiliano Santarnecchi, Simone Sarasso, Siobhan M. Schabrun, Mouhsin M. Shafi",ds001849,1
"Mayuko Takano, Masataka Wada, Reza Zomorrodi, Keita Taniguchi, Xuemei Li, Shiori Honda, Yui Tobari, Yu Mimura, Shinichiro Nakajima, Ryosuke Kitahata, Masaru Mimura, Zafiris J. Daskalakis, Daniel M. Blumberger, Yoshihiro Noda",ds001849,1
"Dong-Jin Sung, Keun-Tae Kim, Ji-Hyeok Jeong, Laehyun Kim, Song Joo Lee, Hyungmin Kim, Seung‐Jong Kim",ds001849,1
"Matteo Fecchio, Simone Russo, Bruno Andry Couto, Ezequiel Mikulan, Andrea Pigorini, Giulia Furregoni, Gabriel Hassan, Sasha D’Ambrosio, Michela Solbiati, Alessandro Viganò, Sara Parmigiani, Simone Sarasso, Silvia Casarotto, Marcello Massimini, Adenauer G. Casali, Mario Rosanova",ds001849,1
"G. Leodori, A. Fabbrini, A. Suppa, M. Mancuso, S. Tikoo, D. Belvisi, A. Conte, G. Fabbrini, Alfredo Berardelli",ds001849,1
"Mana Biabani, Alex Fornito, Mitchell R. Goldsworthy, Sarah Thompson, Lynton Graetz, John G. Semmler, George M. Opie, Mark A. Bellgrove, Nigel C. Rogasch",ds001849,1
"Jamie Kweon, Megan Vigne, Andrew M. Fukuda, Boyu Ren, Linda L. Carpenter, Joshua C. Brown",ds001849,1
"Sofie Carrette, Kristl Vonck, Debby Klooster, Robrecht Raedt, Evelien Carrette, Jean Delbeke, Wytse J. Wadman, Silvia Casarotto, Marcello Massimini, Paul Boon",ds001849,1
"Dominika Šulcová, Yasmine Salman, Adrian Ivanoiu, André Mouraux",ds001849,1
"Ian Daly, Nitin Williams, Slawomir J. Nasuto",ds001849,1
Damián E. Jan,ds001849,1
"Amin Kabir, Prabhjot Dhami, Raaj Chatterjee, Daniel M Blumberger, Z.J. Daskalakis, Sylvain Moreno, Faranak Farzan",ds001849,1
"Timothy P. Morris, María Redondo‐Camós, Gabriele Cattaneo, Dídac Macià, Javier Solana Sánchez, Goretti Espanya-Irla, Selma Delgado‐Gallén, Vanessa Alviarez‐Schulze, Catherine Pachón‐García, Emiliano Santarnecchi, Ehsan Tadayon, Recep A. Ozdemir, Josep M. Tormos, David Batres-Faz, Álvaro Pascual‐Leone, Mouhsin M. Shafi",ds001849,1
"Timo L. Kvamme, Tomas Ros, Morten Overgaard","ds002034,ds002336",2
"Payton Chiasson, Maeve R. Boylan, Mina Elhamiasl, Joseph Pruitt, Saurabh Ranjan, Kierstin Riels, Ashish Kumar Sahoo, Arash Mirifar, Andreas Keil",ds002034,1
"Joaquin Penalver-Andres, Karin A. Buetler, Thomas Koenig, René M. Müri, Laura Marchal–Crespo",ds002034,1
"T. A. Suhail, A. P. Vinod",ds002034,1
"Timo L. Kvamme, Mesud Sarmanlu, Christopher J. Bailey, Morten Overgaard",ds002034,1
"Velu Prabhakar Kumaravel, Francesco Paissan, Elisabetta Farella",ds002034,1
"Timo L. Kvamme, Mesud Sarmanlu, Morten Overgaard",ds002034,1
"Hoda Hazrati, Mohammad Reza Daliri",ds002034,1
"Junhong Luo, Qing Liu, Pengrui Tai, Guanglin Li, Yongcheng Li",ds002034,1
"T. A. Suhail, R Subasree, A. P. Vinod",ds002034,1
"Felix Stockar, Tomas Ros, Basil C. Preisig",ds002034,1
C. Schneider,ds002034,1
Stephen M. Fleming,ds002158,1
"Francesco Di Gregorio, Jelena Trajkovic, C. Roperti, Eleonora Marcantoni, Paolo Di Luzio, Alessio Avenanti, Gregor Thut, Vincenzo Romei",ds002158,1
"Michael Pereira, Pierre Mégevand, Mi Xue Tan, Wenwen Chang, Shuo Wang, Ali R. Rezai, Margitta Seeck, Marco V. Corniola, Shahan Momjian, Fosco Bernasconi, Olaf Blanke, Nathan Faivre",ds002158,1
"Kobe Desender, K. Richard Ridderinkhof, Peter R. Murphy",ds002158,1
"Marion Rouault, Stephen M. Fleming",ds002158,1
"Pascal Mamassian, Vincent de Gardelle",ds002158,1
"Kobe Desender, Tobias H. Donner, Tom Verguts",ds002158,1
Dobromir Rahnev,ds002158,1
"Lion Schulz, Stephen M. Fleming, Peter Dayan",ds002158,1
"Michael Pereira, Denis Perrin, Nathan Faivre",ds002158,1
"Dan Bang, Rani Moran, Nathaniel D. Daw, Stephen M. Fleming",ds002158,1
"Marios G. Philiastides, Tao Tu, Paul Sajda",ds002158,1
"Audrey Mazancieux, Michael Pereira, Nathan Faivre, Pascal Mamassian, Chris J. A. Moulin, Céline Souchay",ds002158,1
"N. Faivre, Laurène Vuillaume, Fosco Bernasconi, R. Salomon, O. Blanke, Axel Cleeremans",ds002158,1
"Jiwon Yeon, Medha Shekhar, Dobromir Rahnev",ds002158,1
"Martin Rouy, Vincent de Gardelle, Gabriel Reyes, Jérôme Sackur, Jean Christophe Vergnaud, Elisa Filevich, Nathan Faivre",ds002158,1
"William Turner, Raina Angdias, Daniel Feuerriegel, Trevor T.‐J. Chong, Robert Hester, Stefan Bode",ds002158,1
"Shaohan Jiang, Sidong Wang, Xiaohong Wan",ds002158,1
"Nathan Faivre, Matthieu Roger, Michael Pereira, Vincent de Gardelle, Jean‐Christophe Vergnaud, Christine Passerieux, Paul Roux",ds002158,1
"Andra Coldea, Domenica Veniero, Stéphanie Morand, Jelena Trajkovic, Vincenzo Romei, Monika Harvey, Gregor Thut",ds002158,1
"Elisa Filevich, Christina Koß, Nathan Faivre",ds002158,1
"Jason Samaha, Rachel N. Denison",ds002158,1
"Michele Fornaciai, Joonkoo Park",ds002158,1
"Yudian Cai, Zhiyong Jin, Chenxi Zhai, Huimin Wang, Jijun Wang, Yingying Tang, Sze Chai Kwok",ds002158,1
"Romane Cecchi, Antoine Collomb‐Clerc, Inès Rachidi, Lorella Minotti, Philippe Kahane, Mathias Pessiglione, Julien Bastin",ds002158,1
"Marta Siedlecka, Marcin Koculak, Borysław Paulewicz",ds002158,1
"Michael Pereira, Rafal M. Skiba, Yann Cojan, Patrik Vuilleumier, Indrit Bègue",ds002158,1
"Tarryn Balsdon, M. Andrea Pisauro, Marios G. Philiastides",ds002158,1
"David Calhas, Rui Henriques",ds002158,1
"Davide Valeriani, Lena C. O’Flynn, Alexis Worthley, Azadeh Hamzehei Sichani, Kristina Simonyan",ds002158,1
"Rémi Sanchez, Anaïs Courant, Andrea Desantis, Thibault Gajdos",ds002158,1
"Sixing Chen, Dobromir Rahnev",ds002158,1
"Thomas Riis, Seth Lunt, Jan Kubanek",ds002158,1
"Kristofer Roos, Atsushi Fukuda, Quan Huu",ds002158,1
"Marta Siedlecka, B. Paulewicz, M. Koculak",ds002158,1
"Pascal Mamassian, V. Gardelle",ds002158,1
"Kiyofumi Miyoshi, Taylor W. Webb, Dobromir Rahnev, Hakwan Lau",ds002158,1
"Helen Overhoff, Yiu Hong Ko, Gereon R. Fink, Jutta Stähl, Peter H. Weiss, Stefan Bode, Eva Nießen",ds002158,1
"Dorian Goueytes, François Stockart, Alexis Robin, Lucien Gyger, Martin Rouy, D. Hoffmann, Lorella Minotti, Philippe Kahane, Michael Pereira, Nathan Faivre",ds002158,1
"Giedre Stripeikyte, Michael Pereira, Giulio Rognini, Jevita Potheegadoo, Olaf Blanke, Nathan Faivre",ds002158,1
"N. Faivre, M. Roger, M. Pereira, Vincent de Gardelle, Jean-Christophe Vergnaud, C. Passerieux, P. Roux",ds002158,1
"Martin Rouy, Matthieu Roger, Dorian Goueytes, Michael Pereira, Paul Roux, Nathan Faivre",ds002158,1
"Rémi Sanchez, Karen Davranche, Thibaut Gajdos, Andrea Desantis",ds002158,1
"Paolo Di Luzio, Luca Tarasi, Alessio Avenanti, Juha Silvanto, Alejandra Sel, Vincenzo Romei",ds002158,1
"Wei Dou, Shirin Afrakhteh, Jason Samaha",ds002158,1
"Risa Katayama, Ryo Shiraki, Shin Ishii, Wako Yoshida",ds002158,1
"Marie Chancel, Elisa Filevich, Nathan Faivre",ds002158,1
"Hidekazu Nagamura, Hiroshi Onishi, Kohta I. Kobayasi, Shoko Yuki",ds002158,1
"Catherine Culot, Wim Notebaert, Wim Gevers",ds002158,1
"Binghui Liu, Lihua Mao, Bin Zhou",ds002158,1
"Nicola Domenici, Pascal Mamassian",ds002158,1
"Robert T. Thibault, Amanda MacPherson, Michael Lifshitz, Raquel R. Roth, Amir Raz",ds002336,1
Tracy Warbrick,ds002336,1
"Tianlu Wang, Dante Mantini, Céline R. Gillebert",ds002336,1
"Vadim Zotev, Ahmad Mayeli, Masaya Misaki, Jerzy Bodurka",ds002336,1
"Lucas R. Trambaiolli, Simon H. Kohl, David E.J. Linden, David M. A. Mehler",ds002336,1
"Marie‐Constance Corsi, Mario Chávez, Denis Schwartz, Laurent Hugueville, Ankit N. Khambhati, Danielle S. Bassett, Fabrizio De Vico Fallani",ds002336,1
"Samantha J. Fede, Sarah Dean, Thushini Manuweera, Reza Momenan",ds002336,1
"Zhongpeng Wang, Yijie Zhou, Long Chen, Bin Gu, Shuang Liu, Minpeng Xu, Hongzhi Qi, Feng He, Dong Ming",ds002336,1
"Jean-Marie, Batail, Stéphanie, Bioulac, François, Cabestaing, Christophe, Daudet, D. Drapier, Mélanie Fouillen, T. Fovet, Aurore, Hakoun, R. Jardri, C. Jeunet, F. Lotte, E. Maby, J. Mattout, Takfarinas Medani, Jean-Arthur Micoulaud Franchi, Jelena, Mladenovic, Lorraine, Perronet, Léa, Pillette, Thomas, Ros, Francois-Benois Vialatte",ds002336,1
"David M. A. Mehler, Angharad N. Williams, Florian Krause, Michael Lührs, Richard G. Wise, Duncan L. Turner, David E.J. Linden, Joseph R. Whittaker",ds002336,1
"Giulia Lioi, Simon Butet, Mathis Fleury, Élise Bannier, Anatole Lécuyer, I. Bonan, Christian Barillot","ds002336,ds002338",2
"Marsel Mano, Anatole Lécuyer, Élise Bannier, Lorraine Perronnet, Saman Noorzadeh, Christian Barillot",ds002336,1
"Léon Skottnik, David E.J. Linden",ds002336,1
"Hyun‐Chul Kim, Marion Tegethoff, Gunther Meinlschmidt, Esther Stalujanis, Angelo Belardi, Sungman Jo, Juhyeon Lee, Juhyeon Lee, Dong‐Youl Kim, Seung-Schik Yoo, Jong-Hwan Lee, Jong-Hwan Lee",ds002336,1
"Nataliya Kosmyna, Anatole Lécuyer",ds002336,1
"Claire Cury, Pierre Maurel, Rémi Gribonval, Christian Barillot","ds002336,ds002338",2
"Vadim Zotev, Masaya Misaki, Raquel Phillips, Chung Ki Wong, Jerzy Bodurka",ds002336,1
"Long Chen, Bin Gu, Zhongpeng Wang, Lei Zhang, Minpeng Xu, Shuang Liu, Feng He, Dong Ming",ds002336,1
"Vadim Zotev, Jerzy Bodurka",ds002336,1
"Amin Dehghani, Hamid Soltanian‐Zadeh, Gholam‐Ali Hossein‐Zadeh","ds002336,ds002338",2
"Giuseppina Ciccarelli, Giovanni Federico, Giulia Mele, Angelica Di Cecca, Miriana Migliaccio, Ciro Rosario Ilardi, Vincenzo Alfano, Marco Salvatore, Carlo Cavaliere","ds002336,ds002338",2
"Mathis Fleury, Patrícia Figueiredo, Athanasios Vourvopoulos, Anatole Lécuyer","ds002336,ds002338",2
"Salomé Le Franc, Gabriela Herrera Altamira, Maud Guillen, Simon Butet, Stéphanie Fleck, Anatole Lécuyer, Laurent Bougrain, I. Bonan","ds002336,ds002338",2
"Clara Humpston, Jane Garrison, Natasza Orlov, André Alemán, Renaud Jardri, Charles Fernyhough, Paul Allen",ds002336,1
"Javier Guerrero Moreno, Claudinei Eduardo Biazoli, Abrahão Fontes Baptista, Lucas R. Trambaiolli",ds002336,1
"Foteini Liwicki, Vibha Gupta, Rajkumar Saini, Kanjar De, Nosheen Abid, Sumit Rakesh, Scott Wellington, Holly Wilson, Marcus Liwicki, Johan Eriksson",ds002336,1
"David Steyrl, Gunther Krausz, Karl Koschutnig, Günter Edlinger, Gernot Müller-Putz",ds002336,1
"Lorraine Perronnet, Anatole Lécuyer, Marsel Mano, Mathis Fleury, Giulia Lioi, Claire Cury, Maureen Clerc, Fabien Lotte, Christian Barillot",ds002336,1
"Christine Girges, Nirosen Vijiaratnam, Ludvic Zrinzo, Jinendra Ekanayake, Thomas Foltynie",ds002336,1
"А. А. Савелов, М. Б. Штарк, М. Е. Мельников, Л. И. Козлова, D. D. Bezmaternykh, Evgeniy G. Verevkin, Е. Д. Петровский, М. А. Покровский, G. M. Tsirkin, P. D. Rudych",ds002336,1
"Lucas R. Trambaiolli, Raymundo Cassani, Claudinei Eduardo Biazoli, André M. Cravo, João Ricardo Sato, Tiago H. Falk",ds002336,1
"Epifanio Bagarinao, Akihiro Yoshida, Mika Ueno, Kazunori Terabe, Shōhei Kato, Haruo Isoda, Toshiharu Nakai",ds002336,1
"Joshua Levitt, Zinong Yang, Stephanie D. Williams, Stefan E. Lütschg Espinosa, Allan Garcia-Casal, Laura D. Lewis","ds002336,ds002338",2
"Simon Butet, Mathis Fleury, Quentin Duché, Élise Bannier, Giulia Lioi, Lou Scotto di Covella, Emilie Lévêque-Le Bars, Anatole Lécuyer, Pierre Maurel, I. Bonan",ds002336,1
"Raziyeh Mosayebi, Amin Dehghani, Gholam‐Ali Hossein‐Zadeh",ds002336,1
"Carlos Alberto Stefano Filho, J. Ignacio Serrano, Romis Attux, Gabriela Castellano, Eduardo Rocón, M. Dolores del Castillo",ds002336,1
"Mina Mirjalili, Reza Zomorrodi, Zafiris J. Daskalakis, Sean Hill, Tarek K. Rajji",ds002336,1
"Mazyar Fathi, Mohammad Navid Ebrahimi, Mohammad Banazadeh, Amirreza Shirvani, Nasim Kamalahmadi, Houshang Amiri, Ali Talaeı",ds002336,1
"Shoya Fujikawa, Chihiro Ohsumi, Ryu Ushio, K Tamura, Shun Sawai, Ryosuke Yamamoto, Hideki Nakano",ds002336,1
"Sarah A. Rösch, Ricarda Schmidt, Anja Hilbert",ds002336,1
"Hui Meng Chang, Yixuan Sheng, Jinbiao Liu, Hongyu Yang, Xiangyu Pan, Honghai Liu",ds002336,1
"Mareike Daeglau, Catharina Zich, Julius Welzel, Samira Kristina Saak, Jannik Florian Scheffels, Cornelia Kranczioch",ds002336,1
"Claire Cury, Giulia Lioi, Lorraine Perronnet, Anatole Lécuyer, Pierre Maurel, Christian Barillot","ds002336,ds002338",2
"F. Liwicki, Vibha Gupta, Rajkumar Saini, K. De, N. Abid, S. Rakesh, Scott Wellington, Holly Wilson, Marcus Liwicki, J. Eriksson",ds002336,1
"Camille Muller, Thomas Prampart, Élise Bannier, Isabelle Corouge, Pierre Maurel",ds002336,1
"Vadim Zotev, Ahmad Mayeli, Chung-Ki Wong, Jerzy Bodurka",ds002336,1
"Chanjuan Wang, Xinjun Zhang",ds002336,1
"Marie‐Constance Corsi, Mario Chávez, Denis Schwartz, Nathalie George, Laurent Hugueville, Ari E. Khan, Sophie Dupont, Danielle S. Bassett, Fabrizio De Vico Fallani",ds002336,1
"Scott Wellington, Holly Wilson, Foteini Liwicki, Vibha Gupta, Rajkumar Saini, Kanjar De, Nosheen Abid, Sumit Rakesh, Johan G. Eriksson, Oliver Watts, Xi Chen, Damien Coyle, Mohammad Golbabaee, Michael J. Proulx, Marcus Liwicki, Eamonn O’Neill, Benjamin Metcalfe",ds002336,1
"Holly Wilson, Scott Wellington, F. Liwicki, Vibha Gupta, Rajkumar Saini, K. De, N. Abid, S. Rakesh, J. Eriksson, O. Watts, Xi Chen, Mohammad Golbabaee, M. Proulx, M. Liwicki, Eamonn O'Neill, B. Metcalfe",ds002336,1
