author,datasets_cited,num_datasets
"Siyi Chen, Zhuanghua Shi, Gizem Vural, Hermann J. Müller, Thomas Geyer",ds003392,1
"M. Rahim, P. Ciuciu, Salma Bougacha","ds000248,ds003392",2
"Philippe Ciuciu, Nicolas Zilber, P. Abry, Virginie van Wassenhove",ds003392,1
"V. V. Wassenhove, Daria La Rocca, D. Engemann, Philippe, Ciuciu",ds003392,1
"Md Fahim Anjum, Soura Dasgupta, Raghuraman Mudumbai, Arun Singh, James F. Cavanagh, Nandakumar S. Narayanan","ds003490,ds003506,ds003509",3
"Arun Singh, Sarah Pirio Richardson, Nandakumar S. Narayanan, James F. Cavanagh",ds003490,1
"Majid Aljalal, Saeed A. Aldosari, Marta Molinas, Khalil AlSharabi, Fahd A. Alturki",ds003490,1
"Arun Singh, Rachel C. Cole, Arturo I. Espinoza, Aron Evans, Scarlett Cao, James F. Cavanagh, Nandakumar S. Narayanan","ds003490,ds003506,ds003509",3
"Syed Aamir Ali Shah, Lei Zhang, Abdul Bais",ds003490,1
"Majid Aljalal, Saeed A. Aldosari, Khalil AlSharabi, Akram M. Abdurraqeeb, Fahd A. Alturki",ds003490,1
"Hongli Chang, Bo Liu, Yuan Zong, Cheng Lu, Xuenan Wang",ds003490,1
"Kelsie L. Lopez, A.D. Monachino, Katherine M. Vincent, Fleming Peck, Laurel J. Gabard‐Durnam","ds003490,ds003710",2
Michael X Cohen,"ds003490,ds003517,ds004117",3
"Bruno Fonseca Oliveira Coelho, Ana Beatriz Rodrigues Massaranduba, Carolline Angela dos Santos Souza, Giovanni Guimarães Viana, Ivani Brys, Rodrigo Pereira Ramos",ds003490,1
"Zahra Jafari, Bryan Kolb, Majid H. Mohajerani",ds003490,1
"Ilkka Suuronen, Antti Airola, Tapio Pahikkala, Mika Murtojärvi, Valtteri Kaasinen, Henry Railo",ds003490,1
"Rabab Ali Abumalloh, Mehrbakhsh Nilashi, Sarminah Samad, Hossein Ahmadi, Abdullah Alghamdi, Mesfer Alrizq, Sultan Alyami",ds003490,1
"Arun Singh, Rachel C. Cole, Arturo I. Espinoza, Jan R. Wessel, James F. Cavanagh, Nandakumar S. Narayanan","ds003490,ds003506,ds003509,ds005114",4
"Huan Zhao, Junyi Cao, Junxiao Xie, Wei‐Hsin Liao, Yaguo Lei, Hongmei Cao, Qiumin Qu, Chris Bowen",ds003490,1
"Guanghui Zhang, Xueyan Li, Fengyu Cong",ds003490,1
"Caterina Pauletti, Daniela Mannarelli, Nicoletta Locuratolo, Antonio Currà, Lucio Marinelli, Francesco Fattapposta",ds003490,1
"Davide Borra, Elisa Magosso",ds003490,1
"Richard James Sugden, Phedias Diamandis",ds003490,1
"Mei‐Heng Lin, Omer Liran, Neeta Bauer, Travis E. Baker",ds003490,1
"Alireza Modirshanechi, Mohammad Mahdi Kiani, Hamid Aghajan",ds003490,1
"Daniel J. McKeown, Manon Jones, Camilla Pihl, Anna J Finley, Nicholas J. Kelley, Oliver Baumann, Victor R. Schinazi, Ahmed A. Moustafa, James F. Cavanagh, Douglas J. Angus","ds003490,ds003509,ds004010",3
"Sahar Shokrpour, AmirMehdi MoghadamFarid, Sepideh Bazzaz Abkenar, Mostafa Haghi Kashani, Mohammad Akbari, Mostafa Sarvizadeh",ds003490,1
"Yang Shen, Sanjoy Dasgupta, Saket Navlakha",ds003490,1
"Bahar Güntekin, Tuba Aktürk, Ebru Yıldırım, Nesrin Helvacı Yılmaz, Lütfü Hanoğlu, Görsev Yener","ds003490,ds003509",2
Sajjad Farashi,ds003490,1
"Henry Railo, Niklas Nokelainen, Saara Savolainen, Valtteri Kaasinen",ds003490,1
"James F. Cavanagh, Michael X Cohen","ds003474,ds003478,ds003490,ds005114",4
"Chenglong Dai, Dechang Pi, Stefanie I. Becker, Jia Wu, Lin Cui, Blake W. Johnson",ds003490,1
"Niloufar Delfan, M R Shahsavari, Sadiq Hussain, Robertas Damaševičius, U. Rajendra Acharya",ds003490,1
"Florence M. Aellen, Pinar Göktepe-Kavis, Stefanos Apostolopoulos, Athina Tzovara",ds003490,1
"Evelien De Groote, Kim De Keyser, Annelies Bockstael, Dick Botteldooren, Patrick Santens, Miet De Letter",ds003490,1
"Seyed Alireza Khoshnevis, Ravi Sankar",ds003490,1
"Henry Railo, Ilkka Suuronen, Valtteri Kaasinen, Mika Murtojärvi, Tapio Pahikkala, Antti Airola",ds003490,1
"Duygu Hünerli-Gündüz, Yağmur Özbek, Hakan Uzunlar, Berrin Çavuşoğlu, Berril Dönmez Çolakoğlu, Emel Ada, Bahar Güntekin, Görsev Yener","ds003490,ds003509",2
"Gabriel Silva, Marco Alves, Rui Cunha, Bruno C. Bispo, P. M. Rodrigues",ds003490,1
"Caroline Peres da Silva, Salvatore Tedesco, Brendan O’Flynn","ds003474,ds003478,ds003490,ds003506,ds003509,ds003522,ds003944,ds003947",8
"Natalia Ferrazoli, Caroline Donadon, Adriano Rezende, Piotr H. Skarżyński, Milaine Dominici Sanfins",ds003490,1
"Rachel C. Cole, Arturo I. Espinoza, Arun Singh, Joel I. Berger, James F. Cavanagh, Jan R. Wessel, Jeremy D.W. Greenlee, Nandakumar S. Narayanan","ds003490,ds003509",2
A. Smrdel,ds003490,1
"Evelien De Groote, Kim De Keyser, Patrick Santens, Durk Talsma, Annelies Bockstael, Dick Botteldooren, Miet De Letter",ds003490,1
"Nele Vanbilsen, Sonja A. Kotz, Mattia Rosso, Marc Leman, Lisa Tedesco Triccas, Peter Feys, Lousin Moumdjian",ds003490,1
"James F. Cavanagh, Sephira G. Ryman, Sarah Pirio Richardson","ds003490,ds003509",2
"Gayal Kuruppu, Neeraj Wagh, Václav Křemen, Yogatheesan Varatharajah","ds003490,ds003775,ds004504,ds006036,nm000114,nm000158",6
"Haoyu Wu, Jun Qi, Yong Yue",ds003490,1
"Rachel C. Cole, Arturo I. Espinoza, Arun Singh, Joel I. Berger, James F. Cavanagh, Jan R. Wessel, Jeremy D.W. Greenlee, Nandakumar Narayanan","ds003490,ds003509",2
"Mehran Shabanpour, Neda Kaboodvand, Behzad Iravani",ds003490,1
"Smith K. Khare, Varun Bajaj",ds003490,1
"Talha Anwar, Naeem Rehmat, Hammad Naveed",ds003490,1
"A. Aksöz, Doğukan Akyüz, F. Bayır, Nevzat Can Yıldız, Fırat Orhanbulucu, F. Latifoğlu",ds003490,1
"Malte Bertram, Claire V. Warren, Florian Lange, Caroline Seer, Alexander Steinke, Florian Wegner, Christoph Schrader, Dirk Dressler, Reinhard Dengler, Bruno Kopp",ds003490,1
"Houssem Meghnoudj, Bogdan Robu, Mazen Alamir",ds003490,1
"Sajjad Farashi, Abdolrahman Sarihi, Mahdi Ramezani, ‬Siamak Shahidi, Mehrdokht Mazdeh",ds003490,1
"Mariano N. Díaz Rivera, Lucía Amoruso, Yamile Bocanegra, Jazmín Ximena Suárez-Revelo, Leonardo Moreno, Édinson Muñoz, Agustina Birba, Adolfo M. García","ds003490,ds003509",2
"Jiahe Li, Xin Chen, Fanqi Shen, Junru Chen, Yuxin Liu, Daoze Zhang, Zhizhang Yuan, Fang Zhao, Meng Li, Yang Yang","ds003490,nm000114",2
"Ard Kastrati, Josua Bürki, J. Lauer, Cheng Xuan, Raffaele Iaquinto, R. Wattenhofer","ds003490,ds003506,ds003509,ds003522",4
"Kaushal Kumar, Rajib Ghosh",ds003490,1
"Mohammad Mahdi Kiani, M. Beni, Hamid Aghajan",ds003490,1
"Sajjad Farashi, Mojtaba Khazaei",ds003490,1
"Evelien De Groote, Annelies Bockstael, Dick Botteldooren, Patrick Santens, Miet De Letter",ds003490,1
"Emine Elif Tülay, Ebru Yıldırım, Tuba Aktürk, Bahar Güntekin","ds003490,ds003509",2
"Ana Beatriz Rodrigues Massaranduba, Bruno Fonseca Oliveira Coelho, Carolline Angela dos Santos Souza, Giovanni Guimarães Viana, Ivani Brys, Rodrigo Pereira Ramos",ds003490,1
"Md. Redone Hassan, S.K. Obidul Kadir, Md. Aminul Islam, Sheikh Abujar, Raihana Zannat, Ohidujjaman Ohidujjaman",ds003490,1
"Elisabetta Vallarino, Sara Sommariva, Francesco Famà, Michele Piana, Flavio Nobili, Dario Arnaldi",ds003490,1
"Hao Ding, Xinmeng Weng, Minghuan Xu, Jian Shen, Zhanxiong Wu",ds003490,1
"Evelien De Groote, Ehsan Eqlimi, Annelies Bockstael, Dick Botteldooren, Patrick Santens, Miet De Letter",ds003490,1
"A. Alipour, A. Alipour, A. Mozhdehfarahbakhsh, Saba Nouri, P. Petramfar, Mahshid Tahamtan, A. Kamali, K. S. Rao, M. Nami",ds003490,1
"Muhammad Emad-Ud-Din, Ibrahim Almuteb, Ya Wang, James E. Hubbard",ds003490,1
"Ana Carolina de Sousa Silva, Aldo Ivan Céspedes Arce, Hubert Arteaga, Valéria Cristina Rodrigues Sarnighausen, Gustavo Voltani von Atzingen, Ernane José Xavier Costa",ds003490,1
"Zhenxi Song, Ruihan Qin, Huixia Ren, Zhen Liang, Yi Guo, Min Zhang, Zhiguo Zhang",ds003490,1
"Qian Zhang, Ruilin Zhang, Biaokai Zhu, Jun Xiao, Yifan Liu, Xun Han, Zhe Wang",ds003490,1
"Anıl AKSÖZ, Doğukan AKYÜZ, Furkan BAYIR, Nevzat Can YILDIZ, Fırat Orhanbulucu, Fatma Lati̇foğlu",ds003490,1
"Patrick S. Ledwidge, Lindsey C. Hartland, Chloe A. Huston, Christa M. Jones, Erin Neff, Elizabeth Castro, John P. Abt",ds003490,1
"Carolline Angela dos Santos Souza, Giovanni Guimarães Viana, Bruno Fonseca Oliveira Coelho, Ana Beatriz Rodrigues Massaranduba, Rodrigo Pereira Ramos",ds003490,1
"M. Beni, Kamyab Hosseinpour, Mohammad Reza Seyednejad, Hamid Aghajan",ds003490,1
"Dong-Geun Lee, Seung-Bo Lee","ds003490,ds004504,ds006036",3
"Shotabdi Roy, Joseph Nuamah, Taylor J. Bosch, Richa Barsainya, Maximilian Scherer, Thomas Koeglsperger, KC Santosh, Arun Singh",ds003490,1
Emine Elif Tülay,"ds003490,ds003620",2
"Syed Aamir Ali Shah, Abdul Bais, Lei Zhang",ds003490,1
"S. Panchavati, Uddhav Panchavati, H. Nariai, Corey W. Arnold, W. Speier","ds003490,ds003506,ds003509,ds003522,nm000144,nm000158",6
"Hong Yang, Ruiwen Huang, Shanshan Ye, Peng Zhang, Yuhuai Guo, Shirui Pan, Yanchun Zhang",ds003490,1
"Qian Zhang, Ruilin Zhang, Jun Xiao, Yifan Liu, Zhe Wang",ds003490,1
"R. Fukuma, Yoshinobu Kawahara, Okito Yamashita, Kei Majima, H. Kishima, T. Yanagisawa",ds003490,1
"Anna Kurbatskaya, Fredrik Nilsen Laader, A. Nese, K. Brønnick, Alvaro Fernandez-Quilez",ds003490,1
"M. Sedghizadeh, Mohammad Hossein Heidari Beni, Hamid Aghajan, D. Babin, Wilfried Philips",ds003490,1
"Ramadhanti Zamnur Lubis, Hendrik Leo, Qurrata A’yuni, Roslidar Roslidar",ds003490,1
"Valeriana Mancazzo, Elena Sibilano, Domenico Buongiorno, Raffaele Carli, Vitoantonio Bevilacqua, Antonio Brunetti",ds003490,1
"Sepideh Najafi, Mahdi Mazinani",ds003490,1
"Chia-Yen Yang, Fan-Ning Kuo, Hsin-Yung Chen","ds003474,ds003478,ds003490",3
"Sana Yasin, Syed Asad Hussain, Sinem Aslan, Imran Raza, Muhammad Muzammel, Alice Othmani","ds003474,ds003478",2
"Alexandra C. Pike, Oliver J. Robinson","ds003474,ds003478",2
"Vanessa M. Brown, Lusha Zhu, Alec Solway, John M. Wang, Katherine McCurry, Brooks King‐Casas, Pearl H. Chiu","ds003474,ds003478",2
"Antora Dev, N. Roy, Md. Kafiul Islam, Chiranjeeb Biswas, Helal Uddin Ahmed, M. Ashraful Amin, Farhana Sarker, Ravi Vaidyanathan, Khondaker A. Mamun","ds003474,ds003478",2
"Ashima Khosla, Padmavati Khandnor, Trilok Chand","ds003474,ds003478,nm000114",3
"Aleksandra Kołodziej, Mikołaj Magnuski, Anastasia Ruban, Aneta Brzezicka","ds003474,ds003478",2
"Mads L. Pedersen, Maria Ironside, Ken‐ichi Amemori, Callie L. McGrath, Min Su Kang, Ann M. Graybiel, Diego A. Pizzagalli, Michael J. Frank","ds003474,ds003478",2
"S. Hashempour, R. Boostani, M. Mohammadi, S. Sanei","ds003474,ds003478",2
"Toni Gibbs-Dean, Teresa Katthagen, Iveta Tsenkova, Rubbia Ali, Xinyi Liang, Thomas Spencer, Kelly Diederen",ds003474,1
"Aya Kabbara, Guillaume Robert, Mohamad Khalil, Marc Vérin, Pascal Benquet, Mahmoud Hassan","ds003474,ds003478",2
"Ali Sam, Reza Boostani, Sara Hashempour, Mohammad Mohsen Taghavi, Saeid Sanei","ds003474,ds003478",2
"Hongli Chang, Yuan Zong, Wenming Zheng, Yushun Xiao, Xuenan Wang, Jie Zhu, Mengxin Shi, Lu Cheng, Hao Yang","ds003474,ds003478",2
"Jinwon Chang, Y.W. Choi","ds003474,ds003478",2
"Christian A. Webb, Randy P. Auerbach, Erin Bondy, Colin H. Stanton, Lindsay Appleman, Diego A. Pizzagalli","ds003474,ds003478",2
"Wei Liu, Kebin Jia, Zhuozheng Wang","ds003474,ds003478",2
"Gang Luo, Hong Rao, Panfeng An, Yunxia Li, Ruiyun Hong, Wenwu Chen, Shengbo Chen","ds003474,ds003478",2
"Lucas R. Trambaiolli, Claudinei Eduardo Biazoli","ds003474,ds003478",2
"Han-Guang Wang, Qing‐Hao Meng, Li-Cheng Jin, Hui-Rang Hou","ds003474,ds003478",2
"Gajendra Kumar, Tanaya Das, Kuldeep Singh","ds003474,ds003478",2
"Raoul Dieterich, Verena Wüllhorst, Julia Berghäuser, Rebecca Overmeyer, Tanja Endraß","ds003474,ds003478",2
"Seokho Yun, Bumseok Jeong","ds003474,ds003478",2
"Baiyang Wang, Yuyun Kang, Dongyue Huo, Guifang Feng, Jiawei Zhang, Jiadong Li","ds003474,ds003478",2
"Ling Li, Xianshuo Wang, Jiahui Li, Yanping Zhao","ds003474,ds003478",2
"Laura Minkowski, Kristiina Valter Mai, Dharmendra Gurve","ds003474,ds003478",2
"Xiaoyu Tong, Hua Xie, Wei Wu, Corey J. Keller, Gregory A. Fonzo, Matthieu Chidharom, Nancy B. Carlisle, Amit Etkin, Yu Zhang","ds003474,ds003478",2
"Jeremy G. Stewart, Paris Singleton, Erik M. Benau, Dan Foti, Hannah Allchurch, Cynthia S. Kaplan, Blaise Aguirre, Randy P. Auerbach","ds003474,ds003478",2
"Ahmad Zandbagleh, Saeid Sanei, Hamed Azami","ds003474,ds003478",2
"Z. J. Xu, C. L. Philip Chen, Tong Zhang","ds003474,ds003478",2
"Daniella L. Jones, Jonathan D. Nelson, Bertram Opitz",ds003474,1
"Sara Bagherzadeh, Mohammad Reza Norouzi, Amirhesam Ghasri, Pouya Tolou Kouroshi, Sepideh Bahri Hampa, Fatemeh Farokhshad, Ahmad Shalbaf","ds003474,ds003478",2
"Haijun Lin, Jing Fang, Junpeng Zhang, Xuhui Zhang, Weiying Piao, Yukun Liu","ds003474,ds003478",2
"Bart Swinnen, Colin W. Hoy, Elena Pegolo, Bryony Ishihara, Elena Ubeda Matzilevich, Julia Sun, Francesca Morgante, Erlick Pereira, Fahd Baig, Michael G. Hart, Huiling Tan, Z. Sawacha, Martijn Beudel, Sarah Wang, Philip A. Starr, Simon Little, Lucia Ricciardi","ds003474,ds003478",2
"Yihe Wang, Nan Huang, N. Mammone, Marco Cecchi, Xiang Zhang","ds003474,ds003478,ds003775,ds003944,ds003947,ds004504,ds004796,ds005048,ds006036",9
"Anna Grabowska, Jakub Zabielski, Magdalena Senderecka","ds003474,ds003478",2
"Joyce Oerlemans, Ricardo J. Alejandro, Dirk Van Roost, Paul Boon, Veerle De Herdt, Alfred Meurs, Clay B. Holroyd","ds003474,ds003478",2
"Hanna Pankka, Jaakko Lehtinen, Risto J. Ilmoniemi, Timo Roine","ds003474,ds003478",2
"Elisa Tatti, Alessandra Cinti, Anna Serbina, Adalgisa Luciani, Giordano D’Urso, Alberto Cacciola, Angelo Quartarone, Maria Felice Ghilardi","ds003474,ds003478",2
"Yan Zhang, Qiuhao Li, Yachao Rong, Li Hu, Hermann J. Müller, Ping Wei","ds003474,ds003478,ds003518,ds004532",4
"Angus Man Ho Kwok, Jiaee Cheong, Sinan Kalkan, Hatice Güneş","ds003474,ds003478",2
"Bhargav Prakash, Gautam Kumar Baboo, Veeky Baths","ds003474,ds003478,ds003518,ds003519,ds003655,ds004532",6
"Jae Wan Choi, Hena Thakur, Joseph R. Cohen","ds003474,ds003478",2
"Ștefana Duță, Alina Sultana","ds003474,ds003478,nm000114",3
"Aishik Mandal, Prottay Kumar Adhikary, Hiba Arnaout, Iryna Gurevych, Tanmoy Chakraborty","ds003474,ds003478",2
"Bart Swinnen, Colin W. Hoy, Simon Little","ds003474,ds003478,ds003506",3
"Justin Riddle, Flavio Frӧhlich","ds003474,ds003478",2
"N. Ahmed, Tejas Kadengodlu Bhat, Omkar S Powar","ds003474,ds003478",2
"Noura M. Alotaibi, Dalal M. Bakheet","ds003474,ds003478",2
"Ashley Latibeaudiere, Santo Butler, Max Owens","ds003474,ds003478",2
"Akriti Goswami, Shreya Poddar, Ayush Mehrotra, Gunjan Ansari","ds003474,ds003478",2
"Qiwei Dong, Yuxi Zhou, Xiaoyu Xiong, Pengyu Liu, Jianfu Li, Cheng Luo, Diankun Gong, Li Dong, Dezhong Yao","ds003474,ds003478,ds003522,ds003838",4
"Anna Weinberg, Paige Ethridge, Belel Ait Oumeziane, Dan Foti","ds003474,ds003478,ds003518,ds004532",4
"Hui Wang, Qianxin Zhang, Yuman Luo, Qiong Wang, Shumei Zhu, Wanyi Yi, Jun Wang","ds003474,ds003478",2
"Baiyang Wang, Hongyan Fan, Meng Li, Fuchun Zhang, Yuelong Ji","ds003474,ds003478",2
"Roman Mähler, Alexandra Reichenbach","ds003474,ds003478",2
"Bingtao Zhang, Wenying Zhou, Yanlin Li, Wenwen Chang, Binbin Xu","ds003474,ds003478",2
"Noor Kamal Al-Qazzaz, Alaa A. Aldoori","ds003474,ds003478",2
"Ștefana Duță, Alina Sultana, Cosmin Karl Bănică","ds003474,ds003478",2
Jinwon Chang,"ds003474,ds003478",2
"Chia‐Yen Yang, Hsin-Min Lee","ds003474,ds003478",2
"Jake R Embrey, Kelly Garner, Julyani Salim, Poppy Watson",ds003474,1
"Yuman Luo, Shumei Zhu, Jiaqi Yu, Jie Ding, Zhixun Xia, Wei Lu, Qiong Wang, Wanyi Yi, Wenpo Yao, Jun Wang","ds003474,ds003478",2
"Chaitali Bhattacharyya, Bansari Deb Majumder, Sanghamitra Layek","ds003474,ds003478",2
"Rekha Sahu, Satya Ranjan Dash","ds003474,ds003478",2
"Verena Sarrazin, Margot Juliëtte Overman, Luca Mezossy-Dona, Michael Browning, Jacinta O’Shea","ds003474,ds003478",2
"Yue Guo, Yan Pei, Rong Yao, Y.S. Yan, Meirong Song, Haifang Li","ds003474,ds003478",2
"Chen-Yang Xu, Hanguang Wang, Lan Zhang, Yong-Hui Zhang, Huirang Hou, Q. Meng","ds003474,ds003478",2
"Christopher J. H. Pirrung, Garima Singh, J. Hogeveen, Davin Quinn, James F. Cavanagh","ds003474,ds003478",2
"Maria Azanova, María Herrojo Ruiz, Alexis Belianin, Vasily Klucharev, Vadim V. Nikulin",ds003478,1
"Sébastien Tourbier, Joan Rué‐Queralt, Katharina Glomb, Yasser Alemán‐Gómez, Emeline Mullier, Alessandra Griffa, Mikkel Schöttner, Jonathan Wirsich, Anıl Tuncel, Jakub Jancovic, Meritxell Bach Cuadra, Patric Hagmann",ds003505,1
"Joan Rué-Queralt, K. Glomb, D. Pascucci, S. Tourbier, M. Carboni, S. Vulliémoz, Gijs Plomp, P. Hagmann",ds003505,1
"David Pascucci, Maëlan Q. Menétrey, Edoardo Passarotto, Junlian Luo, Matilde Paramento, Maria Rubega",ds003505,1
"David Pascucci, Sébastien Tourbier, Joan Rué‐Queralt, Margherita Carboni, Patric Hagmann, Gijs Plomp",ds003505,1
"David Pascucci, Maria Rubega, Joan Rué‐Queralt, Sébastien Tourbier, Patric Hagmann, Gijs Plomp",ds003505,1
"Song Wang, Wei Chen, Kexin Lou, Dongfeng Gu, Quanying Liu",ds003505,1
"Emma Depuydt, Yana Criel, Miet De Letter, Pieter van Mierlo",ds003505,1
"Bram Burleson, Massimo Turatto, Gijs Plomp, David Pascucci",ds003505,1
"Joan Rué‐Queralt, Hugo Fluhr, Sébastien Tourbier, Yasser Alemán‐Gómez, David Pascucci, Jérôme Yerly, Katharina Glomb, Gijs Plomp, Patric Hagmann",ds003505,1
"Venkatesh Subramani, Giulia Lioi, Karim Jerbi, Nicolas Farrugia",ds003505,1
"Asbjørn Munk, Stefano Cerri, Jakob Ambsdorf, Julia Machnio, S. Llambias, V. Nersesjan, C. H. Krag, Peirong Liu, Pablo Rocamora-García, Mostafa Mehdipour-Ghazi, Mikael Boesen, M. Benros, J. E. Iglesias, Mads Nielsen","ds002158,ds003505,ds006012,ds006334",4
"Fátima Ávila‐Cascajares, Clara Waleczek, S Kerres, Boris Suchan, Christiane Völter",ds003505,1
"Jamiyan Sukhbaatar, S. Imamura, Ibuki Inoue, Shoya Murakami, Kazi Mahmudul Hassan, Seungwoo Han, Ingon Chanpornpakdi, Toshihisa Tanaka","ds003505,ds003838,ds004796,ds004952,ds005106,ds005811,nm000112,nm000158",8
"Jin Wang, Belde Mutaf-Yıldız, F. R. van der Weel, Audrey L. H. van der Meer",ds003505,1
"Song Wang, Kexin Lou, Chen Wei, Zhiyuan Sheng, Jiahao Tang, Kaining Peng, Xinke Shen, Shuhao Mei, Liang Chen, Dongfeng Gu, Quanying Liu",ds003505,1
"Leonhard Schreiner, Sebastian Sieghartsleitner, Christoph Kapeller, Michael Jordan, Josef Scharinger, Rossella Spataro, Harald Pretl, Christoph Guger","ds003505,ds004357",2
"Giorgia Ponsi, Marina Scattolin, Riccardo Villa, Salvatore Maria Aglioti",ds003506,1
"Glen Forester, Lauren M. Schaefer, Jeffrey S. Johnson, Theresah Amponsah, Robert D. Dvorak, Stephen A. Wonderlich",ds003506,1
"Dimitrios J. Palidis, Heather E. McGregor, Andrew Vo, Penny A. MacDonald, Paul L. Gribble",ds003506,1
"Mario Bogdanov, Sophia LoParco, A. Ross Otto, Madeleine Sharp",ds003506,1
"Yasamin Ezazi, Peyvand Ghaderyan",ds003506,1
"Glen Forester, Lauren M. Schaefer, Dorian R. Dodd, Jeffrey S. Johnson",ds003506,1
"Wei Yi, Xin Li, Wangxiao Chen, Linlin Yan, Fei Xin, Tony W. Buchanan, Jianhui Wu",ds003506,1
"Maya Dimitrova, Hiroaki Wagatsuma, Aleksandar Krastev, Εleni Vrochidou, J. David Núñez-González",ds003506,1
"Yihe Wang, Zhiqi Kang, Bo Chen, Y. Zhang, Xiang Zhang","ds003506,ds003509,ds003522,ds004621",4
"Laura Viñales, Emmanuel Procyk, René Quilodran","ds003506,ds003509",2
"Rashi Sharma, Nivethida Thirugnanasambandam","ds003506,ds003509",2
"Dimitrios J. Palidis, H. McGregor, A. Vo, Penny A. MacDonald, P. Gribble",ds003506,1
"Chen Cheng, Mingfan Liu, Zixiang Zhou, Lijuan Wei, Qiaosheng Liu",ds003506,1
"J. Cavanagh, Sarah L. Olguin, J. Talledo, Juliana E. Kotz, Benjamin Z. Roberts, John A. Nungaray, J. Sprock, David Gregg, Savita G. Bhakta, G. Light, N. Swerdlow, J. Young, J. Brigman",ds003506,1
"Baltazar Zavala, Anthony I. Jang, Michael Trotta, Codrin Lungu, Peter Brown, Kareem A. Zaghloul",ds003509,1
"Arun Singh, Rachel C. Cole, Arturo I. Espinoza, Darin R. Brown, James F. Cavanagh, Nandakumar S. Narayanan",ds003509,1
Peter E. Clayson,"ds003509,ds003518,ds004532",3
"Qiang Zhang, Georgina M. Aldridge, Nandakumar Narayanan, Steven W. Anderson, Ergun Y. Uc",ds003509,1
"Qing Wang, Lin Meng, Jun Pang, Xiaodong Zhu, Dong Ming",ds003509,1
"Ofir Yakobi, James Boylan, James Danckert",ds003509,1
K. A. Jellinger,ds003509,1
"Md Fahim Anjum, Arturo I. Espinoza, Rachel C. Cole, Arun Singh, Patrick May, Ergun Y. Uc, Soura Dasgupta, Nandakumar S. Narayanan",ds003509,1
"Arun Singh, Nicholas T. Trapp, Benjamin J. De Corte, Scarlett Cao, Johnathon Kingyon, Aaron D. Boes, K L Parker",ds003509,1
"Lina Qiu, Jianping Li, Liangquan Zhong, Weisen Feng, Chengju Zhou, Jiahui Pan",ds003509,1
"J. N. Bentley, Z. Irwin, S. Black, M. L. Roach, Ryan J. Vaden, Christopher L. Gonzalez, Anas U. Khan, Galal A. Elsayed, Robert T. Knight, Robert T. Knight, B. Guthrie, H. Walker",ds003509,1
"Rachele Pezzetta, Martijn E. Wokke, Salvatore Maria Aglioti, K. Richard Ridderinkhof",ds003509,1
"Sandeep Avvaru, Keshab K. Parhi",ds003509,1
James F. Cavanagh,"ds003509,ds003518,ds004532",3
"Haoyu Wu, Jun Qi, Erick Purwanto, Xiaohui Zhu, Po Yang, Jianjun Chen",ds003509,1
"Taylor J. Bosch, Christopher L. Groth, Tiffany A. Eldridge, Etienne Z. Gnimpiéba, Lee A. Baugh, Arun Kumar Singh",ds003509,1
"Brooke E. Yeager, Hunter P Twedt, Joel Bruss, Jordan L. Schultz, Nandakumar S. Narayanan",ds003509,1
"James F. Cavanagh, Rebecca Rieger, J. Kevin Wilson, Darbi Gill, Lynne Fullerton, Emma Brandt, Andrew R. Mayer","ds003509,ds003522",2
"Rachel O. Nwogo, Stefan Kammermeier, Arun Kumar Singh",ds003509,1
"Taylor J. Bosch, Stefan Kammermeier, Christopher L. Groth, Matt Leedom, Elizabeth K. Hanson, Patti Berg‐Poppe, Arun Kumar Singh",ds003509,1
